name,bandwidth,region,subnets,tunnel_name,gateway_name,peer_ip_address,local_id_type,local_id_value,peer_id_type,peer_id_value,monitor_ip,proxy_ids,sec_wan_enabled,sec_tunnel_name,sec_gateway_name,sec_peer_ip_address,sec_local_id_type,sec_local_id_value,sec_peer_id_type,sec_peer_id_value,sec_monitor_ip,sec_proxy_ids
BO-ireland-new126,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec126,bo-new-ireland-ike126,10.3.248.126,,,ipaddr,10.3.248.126,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new127,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec127,bo-new-ireland-ike127,10.3.248.127,,,ipaddr,10.3.248.127,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new128,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec128,bo-new-ireland-ike128,10.3.248.128,,,ipaddr,10.3.248.128,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new129,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec129,bo-new-ireland-ike129,10.3.248.129,,,ipaddr,10.3.248.129,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new130,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec130,bo-new-ireland-ike130,10.3.248.130,,,ipaddr,10.3.248.130,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new131,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec131,bo-new-ireland-ike131,10.3.248.131,,,ipaddr,10.3.248.131,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new132,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec132,bo-new-ireland-ike132,10.3.248.132,,,ipaddr,10.3.248.132,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new133,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec133,bo-new-ireland-ike133,10.3.248.133,,,ipaddr,10.3.248.133,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new134,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec134,bo-new-ireland-ike134,10.3.248.134,,,ipaddr,10.3.248.134,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new135,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec135,bo-new-ireland-ike135,10.3.248.135,,,ipaddr,10.3.248.135,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new136,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec136,bo-new-ireland-ike136,10.3.248.136,,,ipaddr,10.3.248.136,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new137,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec137,bo-new-ireland-ike137,10.3.248.137,,,ipaddr,10.3.248.137,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new138,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec138,bo-new-ireland-ike138,10.3.248.138,,,ipaddr,10.3.248.138,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new139,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec139,bo-new-ireland-ike139,10.3.248.139,,,ipaddr,10.3.248.139,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new140,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec140,bo-new-ireland-ike140,10.3.248.140,,,ipaddr,10.3.248.140,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new141,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec141,bo-new-ireland-ike141,10.3.248.141,,,ipaddr,10.3.248.141,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new142,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec142,bo-new-ireland-ike142,10.3.248.142,,,ipaddr,10.3.248.142,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new143,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec143,bo-new-ireland-ike143,10.3.248.143,,,ipaddr,10.3.248.143,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new144,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec144,bo-new-ireland-ike144,10.3.248.144,,,ipaddr,10.3.248.144,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new145,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec145,bo-new-ireland-ike145,10.3.248.145,,,ipaddr,10.3.248.145,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new146,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec146,bo-new-ireland-ike146,10.3.248.146,,,ipaddr,10.3.248.146,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new147,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec147,bo-new-ireland-ike147,10.3.248.147,,,ipaddr,10.3.248.147,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new148,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec148,bo-new-ireland-ike148,10.3.248.148,,,ipaddr,10.3.248.148,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new149,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec149,bo-new-ireland-ike149,10.3.248.149,,,ipaddr,10.3.248.149,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new150,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec150,bo-new-ireland-ike150,10.3.248.150,,,ipaddr,10.3.248.150,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new151,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec151,bo-new-ireland-ike151,10.3.248.151,,,ipaddr,10.3.248.151,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new152,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec152,bo-new-ireland-ike152,10.3.248.152,,,ipaddr,10.3.248.152,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new153,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec153,bo-new-ireland-ike153,10.3.248.153,,,ipaddr,10.3.248.153,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new154,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec154,bo-new-ireland-ike154,10.3.248.154,,,ipaddr,10.3.248.154,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new155,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec155,bo-new-ireland-ike155,10.3.248.155,,,ipaddr,10.3.248.155,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new156,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec156,bo-new-ireland-ike156,10.3.248.156,,,ipaddr,10.3.248.156,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new157,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec157,bo-new-ireland-ike157,10.3.248.157,,,ipaddr,10.3.248.157,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new158,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec158,bo-new-ireland-ike158,10.3.248.158,,,ipaddr,10.3.248.158,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new159,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec159,bo-new-ireland-ike159,10.3.248.159,,,ipaddr,10.3.248.159,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new160,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec160,bo-new-ireland-ike160,10.3.248.160,,,ipaddr,10.3.248.160,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new161,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec161,bo-new-ireland-ike161,10.3.248.161,,,ipaddr,10.3.248.161,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new162,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec162,bo-new-ireland-ike162,10.3.248.162,,,ipaddr,10.3.248.162,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new163,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec163,bo-new-ireland-ike163,10.3.248.163,,,ipaddr,10.3.248.163,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new164,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec164,bo-new-ireland-ike164,10.3.248.164,,,ipaddr,10.3.248.164,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new165,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec165,bo-new-ireland-ike165,10.3.248.165,,,ipaddr,10.3.248.165,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new166,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec166,bo-new-ireland-ike166,10.3.248.166,,,ipaddr,10.3.248.166,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new167,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec167,bo-new-ireland-ike167,10.3.248.167,,,ipaddr,10.3.248.167,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new168,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec168,bo-new-ireland-ike168,10.3.248.168,,,ipaddr,10.3.248.168,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new169,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec169,bo-new-ireland-ike169,10.3.248.169,,,ipaddr,10.3.248.169,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new170,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec170,bo-new-ireland-ike170,10.3.248.170,,,ipaddr,10.3.248.170,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new171,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec171,bo-new-ireland-ike171,10.3.248.171,,,ipaddr,10.3.248.171,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new172,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec172,bo-new-ireland-ike172,10.3.248.172,,,ipaddr,10.3.248.172,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new173,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec173,bo-new-ireland-ike173,10.3.248.173,,,ipaddr,10.3.248.173,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new174,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec174,bo-new-ireland-ike174,10.3.248.174,,,ipaddr,10.3.248.174,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new175,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec175,bo-new-ireland-ike175,10.3.248.175,,,ipaddr,10.3.248.175,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new176,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec176,bo-new-ireland-ike176,10.3.248.176,,,ipaddr,10.3.248.176,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new178,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec178,bo-new-ireland-ike178,10.3.248.178,,,ipaddr,10.3.248.178,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new179,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec179,bo-new-ireland-ike179,10.3.248.179,,,ipaddr,10.3.248.179,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new180,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec180,bo-new-ireland-ike180,10.3.248.180,,,ipaddr,10.3.248.180,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new181,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec181,bo-new-ireland-ike181,10.3.248.181,,,ipaddr,10.3.248.181,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new182,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec182,bo-new-ireland-ike182,10.3.248.182,,,ipaddr,10.3.248.182,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new183,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec183,bo-new-ireland-ike183,10.3.248.183,,,ipaddr,10.3.248.183,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new184,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec184,bo-new-ireland-ike184,10.3.248.184,,,ipaddr,10.3.248.184,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new185,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec185,bo-new-ireland-ike185,10.3.248.185,,,ipaddr,10.3.248.185,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new186,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec186,bo-new-ireland-ike186,10.3.248.186,,,ipaddr,10.3.248.186,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new187,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec187,bo-new-ireland-ike187,10.3.248.187,,,ipaddr,10.3.248.187,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new188,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec188,bo-new-ireland-ike188,10.3.248.188,,,ipaddr,10.3.248.188,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new189,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec189,bo-new-ireland-ike189,10.3.248.189,,,ipaddr,10.3.248.189,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new190,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec190,bo-new-ireland-ike190,10.3.248.190,,,ipaddr,10.3.248.190,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new191,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec191,bo-new-ireland-ike191,10.3.248.191,,,ipaddr,10.3.248.191,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new192,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec192,bo-new-ireland-ike192,10.3.248.192,,,ipaddr,10.3.248.192,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new193,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec193,bo-new-ireland-ike193,10.3.248.193,,,ipaddr,10.3.248.193,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new194,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec194,bo-new-ireland-ike194,10.3.248.194,,,ipaddr,10.3.248.194,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new195,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec195,bo-new-ireland-ike195,10.3.248.195,,,ipaddr,10.3.248.195,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new196,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec196,bo-new-ireland-ike196,10.3.248.196,,,ipaddr,10.3.248.196,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new197,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec197,bo-new-ireland-ike197,10.3.248.197,,,ipaddr,10.3.248.197,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new198,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec198,bo-new-ireland-ike198,10.3.248.198,,,ipaddr,10.3.248.198,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new199,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec199,bo-new-ireland-ike199,10.3.248.199,,,ipaddr,10.3.248.199,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new200,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec200,bo-new-ireland-ike200,10.3.248.200,,,ipaddr,10.3.248.200,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new201,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec201,bo-new-ireland-ike201,10.3.248.201,,,ipaddr,10.3.248.201,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new202,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec202,bo-new-ireland-ike202,10.3.248.202,,,ipaddr,10.3.248.202,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new203,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec203,bo-new-ireland-ike203,10.3.248.203,,,ipaddr,10.3.248.203,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new204,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec204,bo-new-ireland-ike204,10.3.248.204,,,ipaddr,10.3.248.204,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new205,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec205,bo-new-ireland-ike205,10.3.248.205,,,ipaddr,10.3.248.205,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new206,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec206,bo-new-ireland-ike206,10.3.248.206,,,ipaddr,10.3.248.206,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new207,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec207,bo-new-ireland-ike207,10.3.248.207,,,ipaddr,10.3.248.207,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new208,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec208,bo-new-ireland-ike208,10.3.248.208,,,ipaddr,10.3.248.208,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new209,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec209,bo-new-ireland-ike209,10.3.248.209,,,ipaddr,10.3.248.209,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new210,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec210,bo-new-ireland-ike210,10.3.248.210,,,ipaddr,10.3.248.210,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new211,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec211,bo-new-ireland-ike211,10.3.248.211,,,ipaddr,10.3.248.211,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new212,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec212,bo-new-ireland-ike212,10.3.248.212,,,ipaddr,10.3.248.212,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new213,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec213,bo-new-ireland-ike213,10.3.248.213,,,ipaddr,10.3.248.213,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new214,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec214,bo-new-ireland-ike214,10.3.248.214,,,ipaddr,10.3.248.214,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new215,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec215,bo-new-ireland-ike215,10.3.248.215,,,ipaddr,10.3.248.215,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new216,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec216,bo-new-ireland-ike216,10.3.248.216,,,ipaddr,10.3.248.216,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new217,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec217,bo-new-ireland-ike217,10.3.248.217,,,ipaddr,10.3.248.217,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new218,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec218,bo-new-ireland-ike218,10.3.248.218,,,ipaddr,10.3.248.218,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new219,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec219,bo-new-ireland-ike219,10.3.248.219,,,ipaddr,10.3.248.219,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new220,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec220,bo-new-ireland-ike220,10.3.248.220,,,ipaddr,10.3.248.220,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new221,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec221,bo-new-ireland-ike221,10.3.248.221,,,ipaddr,10.3.248.221,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new222,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec222,bo-new-ireland-ike222,10.3.248.222,,,ipaddr,10.3.248.222,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new223,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec223,bo-new-ireland-ike223,10.3.248.223,,,ipaddr,10.3.248.223,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new224,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec224,bo-new-ireland-ike224,10.3.248.224,,,ipaddr,10.3.248.224,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new225,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec225,bo-new-ireland-ike225,10.3.248.225,,,ipaddr,10.3.248.225,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new226,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec226,bo-new-ireland-ike226,10.3.248.226,,,ipaddr,10.3.248.226,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new227,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec227,bo-new-ireland-ike227,10.3.248.227,,,ipaddr,10.3.248.227,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new228,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec228,bo-new-ireland-ike228,10.3.248.228,,,ipaddr,10.3.248.228,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new229,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec229,bo-new-ireland-ike229,10.3.248.229,,,ipaddr,10.3.248.229,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new230,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec230,bo-new-ireland-ike230,10.3.248.230,,,ipaddr,10.3.248.230,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new231,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec231,bo-new-ireland-ike231,10.3.248.231,,,ipaddr,10.3.248.231,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new232,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec232,bo-new-ireland-ike232,10.3.248.232,,,ipaddr,10.3.248.232,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new233,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec233,bo-new-ireland-ike233,10.3.248.233,,,ipaddr,10.3.248.233,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new234,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec234,bo-new-ireland-ike234,10.3.248.234,,,ipaddr,10.3.248.234,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new235,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec235,bo-new-ireland-ike235,10.3.248.235,,,ipaddr,10.3.248.235,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new236,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec236,bo-new-ireland-ike236,10.3.248.236,,,ipaddr,10.3.248.236,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new237,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec237,bo-new-ireland-ike237,10.3.248.237,,,ipaddr,10.3.248.237,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new238,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec238,bo-new-ireland-ike238,10.3.248.238,,,ipaddr,10.3.248.238,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new239,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec239,bo-new-ireland-ike239,10.3.248.239,,,ipaddr,10.3.248.239,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new240,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec240,bo-new-ireland-ike240,10.3.248.240,,,ipaddr,10.3.248.240,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new241,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec241,bo-new-ireland-ike241,10.3.248.241,,,ipaddr,10.3.248.241,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new242,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec242,bo-new-ireland-ike242,10.3.248.242,,,ipaddr,10.3.248.242,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new243,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec243,bo-new-ireland-ike243,10.3.248.243,,,ipaddr,10.3.248.243,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new244,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec244,bo-new-ireland-ike244,10.3.248.244,,,ipaddr,10.3.248.244,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new245,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec245,bo-new-ireland-ike245,10.3.248.245,,,ipaddr,10.3.248.245,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new246,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec246,bo-new-ireland-ike246,10.3.248.246,,,ipaddr,10.3.248.246,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new247,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec247,bo-new-ireland-ike247,10.3.248.247,,,ipaddr,10.3.248.247,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new248,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec248,bo-new-ireland-ike248,10.3.248.248,,,ipaddr,10.3.248.248,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new249,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec249,bo-new-ireland-ike249,10.3.248.249,,,ipaddr,10.3.248.249,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new250,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec250,bo-new-ireland-ike250,10.3.248.250,,,ipaddr,10.3.248.250,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new251,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec251,bo-new-ireland-ike251,10.3.248.251,,,ipaddr,10.3.248.251,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new252,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec252,bo-new-ireland-ike252,10.3.248.252,,,ipaddr,10.3.248.252,192.168.3.6/32,,no,,,,,,,,,
